2021-01-31 20:01:15, INFO: Current git head hash code: %s
2021-01-31 20:01:15, INFO: Using device: cpu
2021-01-31 20:01:15, INFO: Policy: LSTM-RL w/o pairwise interaction module
2021-01-31 20:01:15, INFO: human number: 5
2021-01-31 20:01:15, INFO: Randomize human's radius and preferred speed
2021-01-31 20:01:15, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2021-01-31 20:01:15, INFO: Square width: 10.0, circle width: 4.0
2021-01-31 20:01:15, INFO: Current learning rate: 0.010000
2021-01-31 20:02:06, INFO: TRAIN has success rate: 0.06, collision rate: 0.94, nav time: 10.15, total reward: -0.1662
2021-01-31 20:03:48, INFO: Finish imitation learning. Weights saved.
2021-01-31 20:03:48, INFO: Experience set size: 49762/100000
2021-01-31 20:03:48, INFO: Agent is invisible and has holonomic kinematic constraint
2021-01-31 20:03:48, INFO: Current learning rate: 0.001000
2021-01-31 20:15:44, INFO: VAL   in episode 0 has success rate: 0.84, collision rate: 0.14, nav time: 16.78, total reward: 0.0918
2021-01-31 20:15:44, INFO: Frequency of being in danger: 1.16 and average min separate distance in danger: 0.06
2021-01-31 20:15:48, INFO: TRAIN in episode 0 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0795
2021-01-31 20:15:54, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:15:58, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1150
2021-01-31 20:16:04, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0937
2021-01-31 20:16:10, INFO: TRAIN in episode 4 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:16:16, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0408
2021-01-31 20:16:20, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0500
2021-01-31 20:16:26, INFO: TRAIN in episode 7 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:16:32, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0464
2021-01-31 20:16:35, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0717
2021-01-31 20:16:39, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0851
2021-01-31 20:16:42, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1702
2021-01-31 20:16:45, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0909
2021-01-31 20:16:52, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0307
2021-01-31 20:16:55, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1000
2021-01-31 20:17:01, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:17:04, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1381
2021-01-31 20:17:09, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2021-01-31 20:17:15, INFO: TRAIN in episode 18 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0011
2021-01-31 20:17:18, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1447
2021-01-31 20:17:20, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1431
2021-01-31 20:17:26, INFO: TRAIN in episode 21 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0124
2021-01-31 20:17:32, INFO: TRAIN in episode 22 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:17:37, INFO: TRAIN in episode 23 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:17:44, INFO: TRAIN in episode 24 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0313
2021-01-31 20:17:46, INFO: TRAIN in episode 25 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1555
2021-01-31 20:17:50, INFO: TRAIN in episode 26 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0974
2021-01-31 20:17:56, INFO: TRAIN in episode 27 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:18:02, INFO: TRAIN in episode 28 has success rate: 1.00, collision rate: 0.00, nav time: 21.50, total reward: 0.1066
2021-01-31 20:18:08, INFO: TRAIN in episode 29 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:18:14, INFO: TRAIN in episode 30 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.1049
2021-01-31 20:18:20, INFO: TRAIN in episode 31 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0106
2021-01-31 20:18:21, INFO: TRAIN in episode 32 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.3191
2021-01-31 20:18:28, INFO: TRAIN in episode 33 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0054
2021-01-31 20:18:34, INFO: TRAIN in episode 34 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0156
2021-01-31 20:18:40, INFO: TRAIN in episode 35 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0006
2021-01-31 20:18:47, INFO: TRAIN in episode 36 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:18:54, INFO: TRAIN in episode 37 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0086
2021-01-31 20:19:00, INFO: TRAIN in episode 38 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:07, INFO: TRAIN in episode 39 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:14, INFO: TRAIN in episode 40 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:20, INFO: TRAIN in episode 41 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:26, INFO: TRAIN in episode 42 has success rate: 1.00, collision rate: 0.00, nav time: 22.50, total reward: 0.0959
2021-01-31 20:19:32, INFO: TRAIN in episode 43 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:39, INFO: TRAIN in episode 44 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:42, INFO: TRAIN in episode 45 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1106
2021-01-31 20:19:48, INFO: TRAIN in episode 46 has success rate: 1.00, collision rate: 0.00, nav time: 22.75, total reward: 0.0389
2021-01-31 20:19:54, INFO: TRAIN in episode 47 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:19:57, INFO: TRAIN in episode 48 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1159
2021-01-31 20:20:04, INFO: TRAIN in episode 49 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0239
2021-01-31 20:20:10, INFO: TRAIN in episode 50 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:20:14, INFO: TRAIN in episode 51 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1153
