2021-01-31 20:01:02, INFO: Current git head hash code: %s
2021-01-31 20:01:02, INFO: Using device: cpu
2021-01-31 20:01:02, INFO: Policy: SARL w/ global state
2021-01-31 20:01:02, INFO: human number: 5
2021-01-31 20:01:02, INFO: Randomize human's radius and preferred speed
2021-01-31 20:01:02, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2021-01-31 20:01:02, INFO: Square width: 10.0, circle width: 4.0
2021-01-31 20:01:02, INFO: Current learning rate: 0.010000
2021-01-31 20:01:53, INFO: TRAIN has success rate: 0.06, collision rate: 0.94, nav time: 10.15, total reward: -0.1662
2021-01-31 20:03:44, INFO: Finish imitation learning. Weights saved.
2021-01-31 20:03:44, INFO: Experience set size: 49762/100000
2021-01-31 20:03:44, INFO: Agent is invisible and has holonomic kinematic constraint
2021-01-31 20:03:44, INFO: Current learning rate: 0.001000
2021-01-31 20:13:57, INFO: VAL   in episode 0 has success rate: 0.77, collision rate: 0.23, nav time: 13.63, total reward: 0.1123
2021-01-31 20:13:57, INFO: Frequency of being in danger: 1.70 and average min separate distance in danger: 0.07
2021-01-31 20:14:03, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 21.25, total reward: 0.0644
2021-01-31 20:14:08, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0411
2021-01-31 20:14:15, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 23.75, total reward: 0.0841
2021-01-31 20:14:16, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1118
2021-01-31 20:14:21, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 20.75, total reward: 0.0871
2021-01-31 20:14:27, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2021-01-31 20:14:31, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0592
2021-01-31 20:14:37, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 24.00, total reward: 0.0796
2021-01-31 20:14:39, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1371
2021-01-31 20:14:44, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0471
2021-01-31 20:14:50, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0476
2021-01-31 20:14:52, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1309
2021-01-31 20:14:56, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1048
2021-01-31 20:14:58, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1199
2021-01-31 20:15:01, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1362
2021-01-31 20:15:03, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0943
2021-01-31 20:15:06, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1274
2021-01-31 20:15:11, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 19.00, total reward: 0.1387
2021-01-31 20:15:17, INFO: TRAIN in episode 18 has success rate: 1.00, collision rate: 0.00, nav time: 21.50, total reward: 0.0496
2021-01-31 20:15:19, INFO: TRAIN in episode 19 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1296
2021-01-31 20:15:21, INFO: TRAIN in episode 20 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1566
2021-01-31 20:15:27, INFO: TRAIN in episode 21 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2021-01-31 20:15:32, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 20.00, total reward: 0.1183
2021-01-31 20:15:37, INFO: TRAIN in episode 23 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0220
